"","Loop_number","No_loop","Loop"
"220",1,0,1
"221",0,0,1
"222",0,0,1
"223",0,0,1
"224",0,0,1
"225",0,0,1
"226",0,0,1
"227",2,0,1
"228",0,0,1
"229",0,0,1
"230",1,0,1
"231",0,0,1
"232",0,0,1
"233",0,0,1
"234",0,0,1
"235",0,0,1
"236",1,0,1
"237",0,0,1
"238",0,0,1
"239",0,0,1
"240",0,0,1
"241",4,0,1
"242",0,0,1
"243",2,0,1
"244",1,0,1
"245",0,0,1
"246",0,0,1
"247",2,0,1
"248",1,0,1
"249",0,0,1
"250",5,0,1
"251",2,0,1
"252",0,0,1
"253",1,0,1
"254",0,0,1
"255",0,0,1
"256",0,0,1
"257",1,0,1
"258",0,0,1
"259",0,0,1
"260",2,0,1
"261",0,0,1
"262",0,0,1
"263",1,0,1
"264",0,0,1
"265",0,0,1
"266",0,0,1
"267",1,0,1
"268",0,0,1
"269",1,0,1
"270",1,0,1
"271",1,0,1
"272",0,0,1
"273",1,0,1
"274",0,0,1
"275",0,0,1
"276",0,0,1
"277",0,0,1
"278",0,0,1
"279",0,0,1
"280",0,0,1
"281",0,0,1
"282",1,0,1
"283",0,0,1
"284",0,0,1
"285",0,0,1
"286",0,0,1
"287",1,0,1
"288",0,0,1
"289",0,0,1
"290",0,0,1
"291",0,0,1
"292",0,0,1
"293",3,0,1
"294",4,0,1
"295",1,0,1
"296",0,0,1
"297",1,0,1
"298",1,0,1
"299",1,0,1
"300",2,0,1
"301",0,0,1
"302",1,0,1
"303",0,0,1
"304",3,0,1
"305",0,0,1
"306",4,0,1
"307",0,0,1
"308",0,0,1
"309",0,0,1
"310",1,0,1
"311",1,0,1
"312",1,0,1
"313",1,0,1
"314",3,0,1
"315",1,0,1
"316",1,0,1
"317",2,0,1
"318",2,0,1
"319",0,0,1
"320",2,0,1
"321",0,0,1
"322",0,0,1
"323",0,0,1
"324",2,0,1
"325",0,0,1
"326",1,0,1
"327",1,0,1
"328",1,0,1
"329",2,0,1
"330",2,0,1
"331",3,0,1
"332",1,0,1
"333",0,0,1
"334",1,0,1
"335",1,0,1
"336",0,0,1
"337",1,0,1
"338",2,0,1
"339",1,0,1
"340",0,0,1
"341",0,0,1
"342",3,0,1
"343",4,0,1
"344",1,0,1
"345",0,0,1
"346",1,0,1
"347",0,0,1
"348",1,0,1
"349",0,0,1
"350",0,0,1
"351",2,0,1
"352",3,0,1
"353",0,0,1
"354",1,0,1
"355",0,0,1
"356",0,0,1
"357",0,0,1
"358",0,0,1
"359",0,0,1
"360",0,0,1
"361",0,0,1
"362",0,0,1
"363",0,0,1
"364",3,0,1
"365",1,0,1
"366",2,0,1
"367",0,0,1
"368",0,0,1
"369",3,0,1
"370",0,0,1
"371",0,0,1
"372",0,0,1
"373",0,0,1
"374",1,0,1
"375",0,0,1
"376",2,0,1
"377",2,0,1
"378",0,0,1
"379",0,0,1
"380",0,0,1
"381",0,0,1
"382",1,0,1
"383",0,0,1
"384",1,0,1
"385",0,0,1
"386",0,0,1
"387",1,0,1
"388",4,0,1
"389",3,0,1
"390",1,0,1
"391",5,0,1
"392",0,0,1
"393",2,0,1
"394",4,0,1
"395",3,0,1
"396",1,0,1
"397",3,0,1
"398",0,0,1
"399",0,0,1
"400",0,0,1
"401",4,0,1
"402",0,0,1
"403",1,0,1
"404",0,0,1
"405",1,0,1
"406",0,0,1
"407",1,0,1
"408",1,0,1
"409",1,0,1
"410",1,0,1
"411",0,0,1
"412",0,0,1
"413",0,0,1
"414",0,0,1
"415",0,0,1
"416",0,0,1
"417",0,0,1
"418",0,0,1
"419",0,0,1
"420",0,0,1
"421",0,0,1
"422",2,0,1
"423",0,0,1
"424",1,0,1
"425",0,0,1
"426",0,0,1
"427",1,0,1
"428",0,0,1
"429",0,0,1
"430",0,0,1
"431",1,0,1
"432",3,0,1
"433",1,0,1
"434",3,0,1
"435",0,0,1
"436",0,0,1
"437",0,0,1
"438",2,0,1
"439",0,0,1
"440",1,0,1
"441",0,0,1
"442",1,0,1
"443",3,0,1
"444",0,0,1
"445",1,0,1
"446",1,0,1
"447",0,0,1
"448",0,0,1
"449",2,0,1
"450",0,0,1
"451",0,0,1
"452",0,0,1
"453",0,0,1
"454",0,0,1
"455",0,0,1
"456",0,0,1
"457",1,0,1
"458",0,0,1
"459",0,0,1
"460",0,0,1
"461",0,0,1
"462",0,0,1
"463",1,0,1
"464",0,0,1
"465",2,0,1
"466",4,0,1
"467",0,0,1
"468",0,0,1
"469",0,0,1
"470",2,0,1
"471",0,0,1
"472",0,0,1
"473",0,0,1
"474",0,0,1
"475",0,0,1
"476",5,0,1
"477",0,0,1
"478",0,0,1
"479",2,0,1
"480",0,0,1
"481",0,0,1
"482",0,0,1
"483",0,0,1
"484",0,0,1
"485",2,0,1
"486",1,0,1
"487",2,0,1
"488",1,0,1
"489",0,0,1
"490",0,0,1
"491",0,0,1
"492",0,0,1
"493",1,0,1
"494",1,0,1
"495",2,0,1
"496",0,0,1
"497",0,0,1
"498",0,0,1
"499",1,0,1
"500",0,0,1
"501",0,0,1
"502",0,0,1
"503",0,0,1
"504",0,0,1
"505",0,0,1
"506",0,0,1
"507",0,0,1
"508",2,0,1
"509",0,0,1
"510",0,0,1
"511",0,0,1
"512",2,0,1
"513",1,0,1
"514",0,0,1
"515",0,0,1
"516",0,0,1
"517",0,0,1
"518",0,0,1
"519",0,0,1
"520",0,0,1
"521",1,0,1
"522",0,0,1
"523",0,0,1
"524",0,0,1
"525",2,0,1
"526",1,0,1
"527",0,0,1
"528",0,0,1
"529",0,0,1
"530",2,0,1
"531",0,0,1
"532",0,0,1
"533",0,0,1
"534",1,0,1
"535",1,0,1
"536",1,0,1
"537",0,0,1
"538",0,0,1
"539",0,0,1
"540",0,0,1
"541",0,0,1
"542",0,0,1
"543",0,0,1
"544",0,0,1
"545",0,0,1
"546",0,0,1
"547",0,0,1
"548",0,0,1
"549",0,0,1
"550",0,0,1
"551",0,0,1
"552",0,0,1
"553",0,0,1
"554",0,0,1
"555",0,0,1
"556",0,0,1
"557",0,0,1
"558",0,0,1
"559",0,0,1
"560",1,0,1
"561",0,0,1
"562",2,0,1
"563",0,0,1
"564",0,0,1
"565",0,0,1
"566",0,0,1
"567",0,0,1
"568",0,0,1
"569",0,0,1
"570",0,0,1
"571",0,0,1
"572",0,0,1
"573",2,0,1
"574",2,0,1
"575",3,0,1
"576",0,0,1
"577",0,0,1
"578",1,0,1
"579",0,0,1
"580",0,0,1
"581",0,0,1
"582",0,0,1
"583",1,0,1
"584",0,0,1
"585",0,0,1
"586",0,0,1
"587",3,0,1
"588",2,0,1
"589",0,0,1
"590",1,0,1
"591",1,0,1
"592",0,0,1
"593",0,0,1
"594",2,0,1
"595",0,0,1
"596",0,0,1
"597",2,0,1
"598",0,0,1
"599",0,0,1
"600",0,0,1
"601",1,0,1
"602",0,0,1
"603",1,0,1
"604",0,0,1
"605",3,0,1
"606",2,0,1
"607",4,0,1
"608",1,0,1
"609",0,0,1
"610",2,0,1
"611",1,0,1
"612",0,0,1
"613",0,0,1
"614",3,0,1
"615",6,0,1
"616",0,0,1
"617",1,0,1
"618",0,0,1
"619",1,0,1
"620",2,0,1
"621",0,0,1
"622",0,0,1
"623",0,0,1
"624",2,0,1
"625",0,0,1
"626",1,0,1
"627",0,0,1
"628",1,0,1
"629",0,0,1
"630",0,0,1
"631",0,0,1
"632",0,0,1
"633",0,0,1
"634",0,0,1
"635",0,0,1
"636",0,0,1
"637",0,0,1
"638",0,0,1
"639",4,0,1
"640",0,0,1
"641",0,0,1
"642",1,0,1
"643",0,0,1
"644",0,0,1
"645",0,0,1
"646",1,0,1
"647",3,0,1
"648",0,0,1
"649",0,0,1
"650",0,0,1
"651",0,0,1
"652",0,0,1
"653",0,0,1
"654",1,0,1
"655",0,0,1
"656",0,0,1
"657",0,0,1
"658",0,0,1
"659",1,0,1
"660",0,0,1
"661",0,0,1
"662",0,0,1
"663",0,0,1
"664",0,0,1
"665",0,0,1
"666",0,0,1
"667",1,0,1
"668",0,0,1
"669",0,0,1
"670",1,0,1
"671",0,0,1
"672",3,0,1
"673",3,0,1
"674",0,0,1
"675",0,0,1
"676",0,0,1
"677",0,0,1
"678",0,0,1
"679",1,0,1
"680",3,0,1
"681",0,0,1
"682",0,0,1
"683",0,0,1
"684",1,0,1
"685",4,0,1
"686",0,0,1
"687",0,0,1
"688",0,0,1
"689",0,0,1
"690",0,0,1
"691",2,0,1
"692",6,0,1
"693",0,0,1
"694",0,0,1
"695",0,0,1
"696",0,0,1
"697",0,0,1
"698",2,0,1
"699",0,0,1
"700",0,0,1
"701",0,0,1
"702",0,0,1
"703",0,0,1
"704",0,0,1
"705",0,0,1
"706",1,0,1
"707",0,0,1
"708",2,0,1
"709",0,0,1
"710",0,0,1
"711",0,0,1
"712",0,0,1
"713",0,0,1
"714",0,0,1
"715",1,0,1
"716",0,0,1
"717",0,0,1
"718",0,0,1
"719",2,0,1
"720",0,0,1
"721",0,0,1
"722",0,0,1
"723",0,0,1
"724",0,0,1
"725",0,0,1
"726",0,0,1
"727",2,0,1
"728",0,0,1
"729",0,0,1
"730",0,0,1
"731",3,0,1
"732",0,0,1
"733",0,0,1
"734",0,0,1
"735",2,0,1
"736",4,0,1
"737",0,0,1
"738",1,0,1
"739",0,0,1
"740",0,0,1
"741",0,0,1
"742",1,0,1
"743",1,0,1
"744",3,0,1
"745",0,0,1
"746",1,0,1
"747",0,0,1
"748",0,0,1
"749",3,0,1
"750",1,0,1
"751",0,0,1
"752",0,0,1
"753",1,0,1
"754",5,0,1
"755",0,0,1
"756",0,0,1
"757",0,0,1
"758",0,0,1
"759",0,0,1
"760",0,0,1
"761",0,0,1
"762",0,0,1
"763",0,0,1
"764",0,0,1
"765",0,0,1
"766",0,0,1
"767",1,0,1
"768",0,0,1
"769",0,0,1
"770",0,0,1
"771",1,0,1
"772",1,0,1
"773",0,0,1
"774",1,0,1
"775",0,0,1
"776",3,0,1
"777",0,0,1
"778",0,0,1
"779",0,0,1
"780",0,0,1
"781",0,0,1
"782",2,0,1
"783",0,0,1
"784",0,0,1
"785",0,0,1
"786",1,0,1
"787",0,0,1
"788",1,0,1
"789",1,0,1
"790",0,0,1
"791",0,0,1
"792",2,0,1
"793",0,0,1
"794",4,0,1
"795",0,0,1
"796",0,0,1
"797",0,0,1
"798",0,0,1
"799",0,0,1
"800",0,0,1
"801",0,0,1
"802",0,0,1
"803",3,0,1
"804",0,0,1
"805",0,0,1
"806",0,0,1
"807",2,0,1
"808",2,0,1
"809",0,0,1
"810",1,0,1
"811",0,0,1
"812",0,0,1
"813",0,0,1
"814",0,0,1
"815",0,0,1
"816",3,0,1
"817",2,0,1
"818",0,0,1
"819",1,0,1
"820",0,0,1
"821",2,0,1
"822",0,0,1
"823",1,0,1
"824",0,0,1
"825",0,0,1
"826",1,0,1
"827",2,0,1
"828",2,0,1
"829",8,0,1
"830",0,0,1
"831",1,0,1
"832",1,0,1
"833",3,0,1
"834",1,0,1
"835",1,0,1
"836",1,0,1
"837",1,0,1
"838",1,0,1
"839",1,0,1
"840",0,0,1
"841",0,0,1
"842",1,0,1
"843",0,0,1
"844",0,0,1
"845",0,0,1
"846",0,0,1
"847",3,0,1
"848",1,0,1
"849",0,0,1
"850",1,0,1
"851",2,0,1
"852",0,0,1
"853",2,0,1
"854",0,0,1
"855",2,0,1
"856",1,0,1
"857",0,0,1
"858",1,0,1
"859",0,0,1
"860",0,0,1
"861",0,0,1
"862",0,0,1
"863",0,0,1
"864",0,0,1
"865",0,0,1
"866",0,0,1
"867",0,0,1
"868",0,0,1
"869",0,0,1
"870",0,0,1
"871",0,0,1
"872",0,0,1
"873",0,0,1
"874",0,0,1
"875",0,0,1
"876",0,0,1
"877",0,0,1
"878",0,0,1
"879",0,0,1
"880",4,0,1
"881",1,0,1
"882",0,0,1
"883",0,0,1
"884",0,0,1
"885",0,0,1
"886",0,0,1
"887",0,0,1
"888",0,0,1
"889",1,0,1
"890",0,0,1
"891",2,0,1
"892",1,0,1
"893",3,0,1
"894",1,0,1
"895",0,0,1
"896",1,0,1
"897",0,0,1
"898",0,0,1
"899",0,0,1
"900",0,0,1
"901",0,0,1
"902",0,0,1
"903",1,0,1
"904",0,0,1
"905",2,0,1
"906",0,0,1
"907",0,0,1
"908",1,0,1
"909",1,0,1
"910",0,0,1
"911",0,0,1
"912",0,0,1
"913",0,0,1
"914",0,0,1
"915",0,0,1
"916",0,0,1
"917",0,0,1
"918",0,0,1
"919",0,0,1
"920",1,0,1
"921",0,0,1
"922",0,0,1
"923",1,0,1
"924",0,0,1
"925",0,0,1
"926",0,0,1
"927",1,0,1
"928",0,0,1
"929",0,0,1
"930",0,0,1
"931",0,0,1
"932",0,0,1
"933",0,0,1
"934",1,0,1
"935",0,0,1
"936",0,0,1
"937",2,0,1
"938",1,0,1
"939",2,0,1
"940",1,0,1
"941",0,0,1
"942",0,0,1
"943",0,0,1
"944",0,0,1
"945",2,0,1
"946",0,0,1
"947",0,0,1
"948",0,0,1
"949",0,0,1
"950",0,0,1
"951",0,0,1
"952",0,0,1
"953",0,0,1
"954",0,0,1
"955",0,0,1
"956",0,0,1
"957",0,0,1
"958",0,0,1
"959",3,0,1
"960",6,0,1
"961",1,0,1
"962",1,0,1
"963",1,0,1
"964",1,0,1
"965",3,0,1
"966",2,0,1
"967",0,0,1
"968",1,0,1
"969",2,0,1
"970",1,0,1
"971",0,0,1
"972",0,0,1
"973",0,0,1
"974",1,0,1
"975",1,0,1
"976",0,0,1
"977",2,0,1
"978",0,0,1
"979",2,0,1
"980",0,0,1
"981",0,0,1
"982",0,0,1
"983",0,0,1
"984",0,0,1
"985",1,0,1
"986",1,0,1
"987",1,0,1
"988",0,0,1
"989",0,0,1
"990",0,0,1
"991",0,0,1
"992",1,0,1
"993",0,0,1
"994",1,0,1
"995",1,0,1
"996",0,0,1
"997",0,0,1
"998",0,0,1
"999",0,0,1
"1000",1,0,1
"1001",0,0,1
"1002",0,0,1
"1003",0,0,1
"1004",1,0,1
"1005",2,0,1
"1006",1,0,1
"1007",0,0,1
"1008",0,0,1
"1009",0,0,1
"1010",1,0,1
"1011",0,0,1
"1012",0,0,1
"1013",0,0,1
"1014",4,0,1
"1015",1,0,1
"1016",1,0,1
"1017",1,0,1
"1018",0,0,1
"1019",0,0,1
"1020",0,0,1
"1021",0,0,1
"1022",1,0,1
"1023",0,0,1
"1024",0,0,1
"1025",1,0,1
"1026",2,0,1
"1027",2,0,1
"1028",0,0,1
"1029",0,0,1
"1030",0,0,1
"1031",0,0,1
"1032",0,0,1
"1033",1,0,1
"1034",4,0,1
"1035",1,0,1
"1036",0,0,1
"1037",1,0,1
"1038",1,0,1
"1039",0,0,1
"1040",0,0,1
"1041",0,0,1
"1042",0,0,1
"1043",1,0,1
"1044",0,0,1
"1045",0,0,1
"1046",0,0,1
"1047",0,0,1
"1048",3,0,1
"1049",0,0,1
"1050",0,0,1
"1051",0,0,1
"1052",0,0,1
"1053",0,0,1
"1054",0,0,1
"1055",0,0,1
"1056",1,0,1
"1057",4,0,1
"1058",1,0,1
"1059",1,0,1
"1060",0,0,1
"1061",1,0,1
"1062",0,0,1
"1063",0,0,1
"1064",0,0,1
"1065",1,0,1
"1066",1,0,1
"1067",0,0,1
"1068",0,0,1
"1069",2,0,1
"1070",0,0,1
"1071",0,0,1
"1072",0,0,1
"1073",0,0,1
"1074",1,0,1
"1075",0,0,1
"1076",0,0,1
"1077",1,0,1
"1078",2,0,1
"1079",0,0,1
"1080",0,0,1
"1081",1,0,1
"1082",1,0,1
"1083",0,0,1
"1084",1,0,1
"1085",1,0,1
"1086",0,0,1
"1087",0,0,1
"1088",0,0,1
"1089",3,0,1
"1090",1,0,1
"1091",0,0,1
"1092",1,0,1
"1093",1,0,1
"1094",0,0,1
"1095",1,0,1
"1096",0,0,1
"1097",0,0,1
"1098",0,0,1
"1099",2,0,1
"1100",1,0,1
"1101",0,0,1
"1102",3,0,1
"1103",0,0,1
"1104",0,0,1
"1105",0,0,1
"1106",0,0,1
"1107",1,0,1
"1108",0,0,1
"1109",3,0,1
"1110",0,0,1
"1111",0,0,1
"1112",0,0,1
"1113",0,0,1
"1114",0,0,1
"1115",0,0,1
"1116",0,0,1
"1117",0,0,1
"1118",0,0,1
"1119",0,0,1
"1120",0,0,1
"1121",0,0,1
"1122",0,0,1
"1123",0,0,1
"1124",0,0,1
"1125",0,0,1
"1126",0,0,1
"1127",0,0,1
"1128",0,0,1
"1129",0,0,1
"1130",0,0,1
"1131",1,0,1
"1132",0,0,1
"1133",0,0,1
"1134",0,0,1
"1135",0,0,1
"1136",0,0,1
"1137",0,0,1
"1138",0,0,1
"1139",0,0,1
"1140",0,0,1
"1141",0,0,1
"1142",0,0,1
"1143",1,0,1
"1144",0,0,1
"1145",0,0,1
"1146",2,0,1
"1147",1,0,1
"1148",0,0,1
"1149",0,0,1
"1150",1,0,1
"1151",0,0,1
"1152",3,0,1
"1153",0,0,1
"1154",0,0,1
"1155",0,0,1
"1156",0,0,1
"1157",0,0,1
"1158",0,0,1
"1159",0,0,1
"1160",0,0,1
"1161",4,0,1
"1162",6,0,1
"1163",0,0,1
"1164",1,0,1
"1165",0,0,1
"1166",1,0,1
"1167",0,0,1
"1168",0,0,1
"1169",3,0,1
"1170",0,0,1
"1171",1,0,1
"1172",5,0,1
"1173",0,0,1
"1174",0,0,1
"1175",1,0,1
"1176",3,0,1
"1177",1,0,1
"1178",1,0,1
"1179",1,0,1
"1180",2,0,1
"1181",0,0,1
"1182",0,0,1
"1183",0,0,1
"1184",0,0,1
"1185",0,0,1
"1186",0,0,1
"1187",0,0,1
"1188",0,0,1
"1189",2,0,1
"1190",0,0,1
"1191",1,0,1
"1192",1,0,1
"1193",0,0,1
"1194",1,0,1
"1195",0,0,1
"1196",1,0,1
"1197",0,0,1
"1198",0,0,1
"1199",0,0,1
"1200",0,0,1
"1201",1,0,1
"1202",0,0,1
"1203",1,0,1
"1204",1,0,1
"1205",1,0,1
"1206",4,0,1
"1207",0,0,1
"1208",0,0,1
"1209",1,0,1
"1210",0,0,1
"1211",1,0,1
"1212",1,0,1
"1213",0,0,1
"1214",1,0,1
"1215",0,0,1
"1216",0,0,1
"1217",0,0,1
"1218",0,0,1
"1219",0,0,1
"1220",0,0,1
"1221",0,0,1
"1222",0,0,1
"1223",0,0,1
"1224",0,0,1
"1225",0,0,1
"1226",0,0,1
"1227",2,0,1
"1228",2,0,1
"1229",1,0,1
"1230",1,0,1
"1231",1,0,1
"1232",0,0,1
"1233",1,0,1
"1234",2,0,1
"1235",0,0,1
"1236",0,0,1
"1237",0,0,1
"1238",1,0,1
"1239",0,0,1
"1240",2,0,1
"1241",0,0,1
"1242",0,0,1
"1243",0,0,1
"1244",0,0,1
"1245",1,0,1
"1246",0,0,1
"1247",1,0,1
"1248",0,0,1
"1249",0,0,1
"1250",1,0,1
"1251",1,0,1
"1252",1,0,1
"1253",0,0,1
"1254",0,0,1
"1255",0,0,1
"1256",0,0,1
"1257",0,0,1
"1258",0,0,1
"1259",0,0,1
"1260",0,0,1
"1261",4,0,1
"1262",1,0,1
"1263",3,0,1
"1264",0,0,1
"1265",0,0,1
"1266",0,0,1
"1267",1,0,1
"1268",0,0,1
"1269",0,0,1
"1270",0,0,1
"1271",0,0,1
"1272",1,0,1
"1273",4,0,1
"1274",0,0,1
"1275",3,0,1
"1276",0,0,1
"1277",0,0,1
"1278",0,0,1
"1279",1,0,1
"1280",0,0,1
"1281",0,0,1
"1282",0,0,1
"1283",0,0,1
"1284",0,0,1
"1285",0,0,1
"1286",2,0,1
"1287",2,0,1
"1288",4,0,1
"1289",2,0,1
"1290",1,0,1
"1291",1,0,1
"1292",1,0,1
"1293",2,0,1
"1294",1,0,1
"1295",1,0,1
"1296",2,0,1
"1297",0,0,1
"1298",2,0,1
"1299",1,0,1
"1300",0,0,1
"1301",2,0,1
"1302",2,0,1
"1303",0,0,1
"1304",0,0,1
"1305",0,0,1
"1306",0,0,1
"1307",0,0,1
"1308",1,0,1
"1309",0,0,1
"1310",1,0,1
"1311",0,0,1
"1312",0,0,1
"1313",0,0,1
"1314",0,0,1
"1315",2,0,1
"1316",1,0,1
"1317",0,0,1
"1318",11,0,1
"1319",4,0,1
"1320",0,0,1
"1321",0,0,1
"1322",0,0,1
"1323",0,0,1
"1324",0,0,1
"1325",0,0,1
"1326",0,0,1
"1327",0,0,1
"1328",2,0,1
"1329",0,0,1
"1330",2,0,1
"1331",0,0,1
"1332",2,0,1
"1333",1,0,1
"1334",1,0,1
"1335",2,0,1
"1336",0,0,1
"1337",2,0,1
"1338",0,0,1
"1339",1,0,1
"1340",0,0,1
"1341",0,0,1
"1342",0,0,1
"1343",0,0,1
"1344",2,0,1
"1345",0,0,1
"1346",0,0,1
"1347",0,0,1
"1348",0,0,1
"1349",1,0,1
"1350",0,0,1
"1351",4,0,1
"1352",4,0,1
"1353",0,0,1
"1354",0,0,1
"1355",0,0,1
"1356",0,0,1
"1357",1,0,1
"1358",1,0,1
"1359",0,0,1
"1360",0,0,1
"1361",0,0,1
"1362",1,0,1
"1363",0,0,1
"1364",0,0,1
"1365",0,0,1
"1366",0,0,1
"1367",1,0,1
"1368",1,0,1
"1369",0,0,1
"1370",5,0,1
"1371",4,0,1
"1372",3,0,1
"1373",3,0,1
"1374",1,0,1
"1375",0,0,1
"1376",0,0,1
"1377",0,0,1
"1378",3,0,1
"1379",1,0,1
"1380",1,0,1
"1381",2,0,1
"1382",2,0,1
"1383",1,0,1
"1384",0,0,1
"1385",0,0,1
"1386",0,0,1
"1387",0,0,1
"1388",0,0,1
"1389",0,0,1
"1390",1,0,1
"1391",0,0,1
"1392",0,0,1
"1393",4,0,1
"1394",2,0,1
"1395",2,0,1
"1396",0,0,1
"1397",1,0,1
"1398",0,0,1
"1399",2,0,1
"1400",0,0,1
"1401",3,0,1
"1402",2,0,1
"1403",1,0,1
"1404",1,0,1
"1405",0,0,1
"1406",2,0,1
"1407",0,0,1
"1408",0,0,1
"1409",2,0,1
"1410",1,0,1
"1411",1,0,1
"1412",1,0,1
"1413",1,0,1
"1414",3,0,1
"1415",0,0,1
"1416",0,0,1
"1417",1,0,1
"1418",0,0,1
"1419",1,0,1
"1420",0,0,1
"1421",3,0,1
"1422",0,0,1
"1423",0,0,1
"1424",0,0,1
"1425",0,0,1
"1426",0,0,1
"1427",0,0,1
"1428",0,0,1
"1429",0,0,1
"1430",0,0,1
"1431",0,0,1
"1432",0,0,1
"1433",0,0,1
"1434",0,0,1
"1435",0,0,1
"1436",0,0,1
"1437",0,0,1
"1438",1,0,1
"1439",1,0,1
"1440",2,0,1
"1441",0,0,1
"1442",0,0,1
"1443",0,0,1
"1444",0,0,1
"1445",0,0,1
"1446",0,0,1
"1447",0,0,1
"1448",4,0,1
"1449",0,0,1
"1450",0,0,1
"1451",6,0,1
"1452",0,0,1
"1453",0,0,1
"1454",0,0,1
"1455",0,0,1
"1456",0,0,1
"1457",0,0,1
"1458",0,0,1
"1459",1,0,1
"1460",0,0,1
"1461",0,0,1
"1462",1,0,1
"1463",3,0,1
"1464",0,0,1
"1465",0,0,1
"1466",0,0,1
"1467",2,0,1
"1468",2,0,1
"1469",4,0,1
"1470",0,0,1
"1471",0,0,1
"1472",0,0,1
"1473",0,0,1
"1474",0,0,1
"1475",0,0,1
"1476",0,0,1
"1477",0,0,1
"1478",0,0,1
"1479",1,0,1
"1480",0,0,1
"1481",0,0,1
"1482",2,0,1
"1483",5,0,1
"1484",1,0,1
"1485",1,0,1
"1486",0,0,1
"1487",0,0,1
"1488",0,0,1
"1489",0,0,1
"1490",1,0,1
"1491",0,0,1
"1492",2,0,1
"1493",1,0,1
"1494",2,0,1
"1495",0,0,1
"1496",1,0,1
